1,cubewall_unscheduled_0519.eso,cubewall_scheduled_0519.eso,
,,,
Date/Time,[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),
,SHADER_0,SHADER_0,
Year 1 Mar 20 9:00 AM,47.81987138,47.81987138,0
Year 1 Mar 20 10:00 AM,55.29025048,55.29025048,0
Year 1 Mar 20 11:00 AM,61.99077463,61.99077463,0
Year 1 Mar 20 12:00 PM,66.88806478,66.88806478,0
Year 1 Mar 20 1:00 PM,67.27570792,67.27570792,0
Year 1 Mar 20 2:00 PM,69.79971049,69.79971049,0
Year 1 Mar 20 3:00 PM,76.47394455,76.47394455,0
Year 1 Mar 20 4:00 PM,59.37626726,59.37626726,0
Year 1 Mar 20 5:00 PM,42.40772713,42.40772713,0
Year 1 Mar 20 6:00 PM,14.94645526,14.94645526,0
Year 1 Mar 20 7:00 PM,0,0,0
Year 1 Mar 20 8:00 PM,0,0,0
Year 1 Mar 20 9:00 PM,0,0,0
Year 1 Mar 20 10:00 PM,0,0,0
Year 1 Mar 20 11:00 PM,0,0,0
Year 1 Mar 21 12:00 AM,0,0,0
Year 1 Mar 21 1:00 AM,0,0,0
Year 1 Mar 21 2:00 AM,0,0,0
Year 1 Mar 21 3:00 AM,0,0,0
Year 1 Mar 21 4:00 AM,0,0,0
Year 1 Mar 21 5:00 AM,0,0,0
Year 1 Mar 21 6:00 AM,1.212504092,1.212504092,0
Year 1 Mar 21 7:00 AM,17.67472299,17.67472299,0
Year 1 Mar 21 8:00 AM,31.94559407,31.94559407,0
Year 1 Mar 21 9:00 AM,44.58826576,44.58826576,0
Year 1 Mar 21 10:00 AM,50.52140749,50.52140749,0
Year 1 Mar 21 11:00 AM,52.49051548,52.49051548,0
Year 1 Mar 21 12:00 PM,49.85349243,49.85349243,0
Year 1 Mar 21 1:00 PM,57.80096606,57.80096606,0
Year 1 Mar 21 2:00 PM,70.78129954,70.78129954,0
Year 1 Mar 21 3:00 PM,72.41893846,72.41893846,0
Year 1 Mar 21 4:00 PM,62.13505481,62.13505481,0
Year 1 Mar 21 5:00 PM,45.12078754,45.12078754,0
Year 1 Mar 21 6:00 PM,14.75601778,14.75601778,0
Year 1 Mar 21 7:00 PM,0,0,0
Year 1 Mar 21 8:00 PM,0,0,0
Year 1 Mar 21 9:00 PM,0,0,0
Year 1 Mar 21 10:00 PM,0,0,0
Year 1 Mar 21 11:00 PM,0,0,0
Year 1 Mar 22 12:00 AM,0,0,0
Year 1 Mar 22 1:00 AM,0,0,0
Year 1 Mar 22 2:00 AM,0,0,0
Year 1 Mar 22 3:00 AM,0,0,0
Year 1 Mar 22 4:00 AM,0,0,0
Year 1 Mar 22 5:00 AM,0,0,0
Year 1 Mar 22 6:00 AM,1.323518761,1.323518761,0
Year 1 Mar 22 7:00 AM,20.04564319,20.04564319,0
Year 1 Mar 22 8:00 AM,42.76101614,42.76101614,0
Year 1 Mar 22 9:00 AM,56.67537024,56.67537024,0
Year 1 Mar 22 10:00 AM,73.45765708,73.45765708,0
Year 1 Mar 22 11:00 AM,82.42993287,82.42993287,0
Year 1 Mar 22 12:00 PM,98.47076525,98.47076525,0
Year 1 Mar 22 1:00 PM,95.08431715,95.08431715,0
Year 1 Mar 22 2:00 PM,101.6380812,101.6380812,0
Year 1 Mar 22 3:00 PM,81.95201399,81.95201399,0
Year 1 Mar 22 4:00 PM,55.88264689,55.88264689,0
Year 1 Mar 22 5:00 PM,33.57740215,33.57740215,0
Year 1 Mar 22 6:00 PM,11.55436418,11.55436418,0
Year 1 Mar 22 7:00 PM,0,0,0
Year 1 Mar 22 8:00 PM,0,0,0
Year 1 Mar 22 9:00 PM,0,0,0
Year 1 Mar 22 10:00 PM,0,0,0
Year 1 Mar 22 11:00 PM,0,0,0
Year 1 Mar 23 12:00 AM,0,0,0
Year 1 Mar 23 1:00 AM,0,0,0
Year 1 Mar 23 2:00 AM,0,0,0
Year 1 Mar 23 3:00 AM,0,0,0
Year 1 Mar 23 4:00 AM,0,0,0
Year 1 Mar 23 5:00 AM,0,0,0
Year 1 Mar 23 6:00 AM,0.947923385,0.947923385,0
Year 1 Mar 23 7:00 AM,15.9092236,15.9092236,0
Year 1 Mar 23 8:00 AM,40.63801142,40.63801142,0
Year 1 Mar 23 9:00 AM,57.71208642,57.71208642,0
Year 1 Mar 23 10:00 AM,100.7485143,100.7485143,0
Year 1 Mar 23 11:00 AM,84.43490981,84.43490981,0
Year 1 Mar 23 12:00 PM,86.85918999,86.85918999,0
Year 1 Mar 23 1:00 PM,89.8902974,89.8902974,0
Year 1 Mar 23 2:00 PM,80.495385,80.495385,0
Year 1 Mar 23 3:00 PM,72.32340829,72.32340829,0
Year 1 Mar 23 4:00 PM,73.56104045,73.56104045,0
Year 1 Mar 23 5:00 PM,32.67702157,32.67702157,0
Year 1 Mar 23 6:00 PM,10.20827308,10.20827308,0
Year 1 Mar 23 7:00 PM,0,0,0
Year 1 Mar 23 8:00 PM,0,0,0
Year 1 Mar 23 9:00 PM,0,0,0
Year 1 Mar 23 10:00 PM,0,0,0
Year 1 Mar 23 11:00 PM,0,0,0
Year 1 Mar 24 12:00 AM,0,0,0
Year 1 Mar 24 1:00 AM,0,0,0
Year 1 Mar 24 2:00 AM,0,0,0
Year 1 Mar 24 3:00 AM,0,0,0
Year 1 Mar 24 4:00 AM,0,0,0
Year 1 Mar 24 5:00 AM,0,0,0
Year 1 Mar 24 6:00 AM,0.818088903,0.818088903,0
Year 1 Mar 24 7:00 AM,11.8220693,11.8220693,0
Year 1 Mar 24 8:00 AM,30.04105321,30.04105321,0
Year 1 Mar 24 9:00 AM,58.72322832,58.72322832,0
Year 1 Mar 24 10:00 AM,96.59132128,96.59132128,0
Year 1 Mar 24 11:00 AM,87.57813599,87.57813599,0
Year 1 Mar 24 12:00 PM,94.10157094,94.10157094,0
Year 1 Mar 24 1:00 PM,124.0279082,124.0279082,0
Year 1 Mar 24 2:00 PM,87.31706391,87.31706391,0
Year 1 Mar 24 3:00 PM,70.52790427,70.52790427,0
Year 1 Mar 24 4:00 PM,67.22055609,67.22055609,0
Year 1 Mar 24 5:00 PM,40.11450472,40.11450472,0
Year 1 Mar 24 6:00 PM,14.08763014,14.08763014,0
Year 1 Mar 24 7:00 PM,0,0,0
Year 1 Mar 24 8:00 PM,0,0,0
Year 1 Mar 24 9:00 PM,0,0,0
Year 1 Mar 24 10:00 PM,0,0,0
Year 1 Mar 24 11:00 PM,0,0,0
Year 1 Mar 25 12:00 AM,0,0,0
Year 1 Mar 25 1:00 AM,0,0,0
Year 1 Mar 25 2:00 AM,0,0,0
Year 1 Mar 25 3:00 AM,0,0,0
Year 1 Mar 25 4:00 AM,0,0,0
Year 1 Mar 25 5:00 AM,0,0,0
Year 1 Mar 25 6:00 AM,1.40425253,1.40425253,0
Year 1 Mar 25 7:00 AM,21.36100896,21.36100896,0
Year 1 Mar 25 8:00 AM,53.88276736,53.88276736,0
Year 1 Mar 25 9:00 AM,89.27994939,89.27994939,0
Year 1 Mar 25 10:00 AM,108.5568416,108.5568416,0
Year 1 Mar 25 11:00 AM,125.7981971,125.7981971,0
Year 1 Mar 25 12:00 PM,136.9455568,136.9455568,0
Year 1 Mar 25 1:00 PM,138.8915928,138.8915928,0
Year 1 Mar 25 2:00 PM,126.7834185,126.7834185,0
Year 1 Mar 25 3:00 PM,104.1688609,104.1688609,0
Year 1 Mar 25 4:00 PM,81.2091196,81.2091196,0
Year 1 Mar 25 5:00 PM,47.54902479,47.54902479,0
Year 1 Mar 25 6:00 PM,17.57618279,17.57618279,0
Year 1 Mar 25 7:00 PM,0,0,0
Year 1 Mar 25 8:00 PM,0,0,0
Year 1 Mar 25 9:00 PM,0,0,0
Year 1 Mar 25 10:00 PM,0,0,0
Year 1 Mar 25 11:00 PM,0,0,0
Year 1 Mar 26 12:00 AM,0,0,0
Year 1 Mar 26 1:00 AM,0,0,0
Year 1 Mar 26 2:00 AM,0,0,0
Year 1 Mar 26 3:00 AM,0,0,0
Year 1 Mar 26 4:00 AM,0,0,0
Year 1 Mar 26 5:00 AM,0,0,0
Year 1 Mar 26 6:00 AM,1.726818737,1.726818737,0
Year 1 Mar 26 7:00 AM,21.48898147,21.48898147,0
Year 1 Mar 26 8:00 AM,40.5506658,40.5506658,0
Year 1 Mar 26 9:00 AM,50.73384378,50.73384378,0
Year 1 Mar 26 10:00 AM,56.46948315,56.46948315,0
Year 1 Mar 26 11:00 AM,64.24329473,64.24329473,0
Year 1 Mar 26 12:00 PM,80.27459314,80.27459314,0
Year 1 Mar 26 1:00 PM,86.07065308,86.07065308,0
Year 1 Mar 26 2:00 PM,86.43816052,86.43816052,0
Year 1 Mar 26 3:00 PM,74.88537402,74.88537402,0
Year 1 Mar 26 4:00 PM,68.43077116,68.43077116,0
Year 1 Mar 26 5:00 PM,41.1777444,41.1777444,0
Year 1 Mar 26 6:00 PM,17.3868813,17.3868813,0
Year 1 Mar 26 7:00 PM,0,0,0
Year 1 Mar 26 8:00 PM,0,0,0
Year 1 Mar 26 9:00 PM,0,0,0
Year 1 Mar 26 10:00 PM,0,0,0
Year 1 Mar 26 11:00 PM,0,0,0
Year 1 Mar 27 12:00 AM,0,0,0
Year 1 Mar 27 1:00 AM,0,0,0
Year 1 Mar 27 2:00 AM,0,0,0
Year 1 Mar 27 3:00 AM,0,0,0
Year 1 Mar 27 4:00 AM,0,0,0
Year 1 Mar 27 5:00 AM,0,0,0
Year 1 Mar 27 6:00 AM,1.040252624,1.040252624,0
Year 1 Mar 27 7:00 AM,13.42579197,13.42579197,0
Year 1 Mar 27 8:00 AM,41.68035713,41.68035713,0
Year 1 Mar 27 9:00 AM,44.48314079,44.48314079,0
Year 1 Mar 27 10:00 AM,63.42435243,63.42435243,0
Year 1 Mar 27 11:00 AM,99.37931415,99.37931415,0
Year 1 Mar 27 12:00 PM,91.51433809,91.51433809,0
Year 1 Mar 27 1:00 PM,75.07603941,75.07603941,0
Year 1 Mar 27 2:00 PM,92.29037881,92.29037881,0
Year 1 Mar 27 3:00 PM,102.1618463,102.1618463,0
Year 1 Mar 27 4:00 PM,70.12278434,70.12278434,0
Year 1 Mar 27 5:00 PM,42.70516447,42.70516447,0
Year 1 Mar 27 6:00 PM,18.88669459,18.88669459,0
Year 1 Mar 27 7:00 PM,0,0,0
Year 1 Mar 27 8:00 PM,0,0,0
Year 1 Mar 27 9:00 PM,0,0,0
Year 1 Mar 27 10:00 PM,0,0,0
Year 1 Mar 27 11:00 PM,0,0,0
Year 1 Mar 28 12:00 AM,0,0,0
Year 1 Mar 28 1:00 AM,0,0,0
Year 1 Mar 28 2:00 AM,0,0,0
Year 1 Mar 28 3:00 AM,0,0,0
Year 1 Mar 28 4:00 AM,0,0,0
Year 1 Mar 28 5:00 AM,0,0,0
Year 1 Mar 28 6:00 AM,1.745860373,1.745860373,0
Year 1 Mar 28 7:00 AM,17.44063466,17.44063466,0
Year 1 Mar 28 8:00 AM,42.05790342,42.05790342,0
Year 1 Mar 28 9:00 AM,38.38849954,38.38849954,0
Year 1 Mar 28 10:00 AM,60.48047629,60.48047629,0
Year 1 Mar 28 11:00 AM,109.7826676,109.7826676,0
Year 1 Mar 28 12:00 PM,113.7530126,113.7530126,0
Year 1 Mar 28 1:00 PM,122.8235595,122.8235595,0
Year 1 Mar 28 2:00 PM,101.2381109,101.2381109,0
Year 1 Mar 28 3:00 PM,72.37336752,72.37336752,0
Year 1 Mar 28 4:00 PM,68.61541365,68.61541365,0
Year 1 Mar 28 5:00 PM,29.96674326,29.96674326,0
Year 1 Mar 28 6:00 PM,9.763335218,9.763335218,0
Year 1 Mar 28 7:00 PM,0,0,0
Year 1 Mar 28 8:00 PM,0,0,0
Year 1 Mar 28 9:00 PM,0,0,0
Year 1 Mar 28 10:00 PM,0,0,0
Year 1 Mar 28 11:00 PM,0,0,0
Year 1 Mar 29 12:00 AM,0,0,0
Year 1 Mar 29 1:00 AM,0,0,0
Year 1 Mar 29 2:00 AM,0,0,0
Year 1 Mar 29 3:00 AM,0,0,0
Year 1 Mar 29 4:00 AM,0,0,0
Year 1 Mar 29 5:00 AM,0,0,0
Year 1 Mar 29 6:00 AM,3.23447263,3.23447263,0
Year 1 Mar 29 7:00 AM,25.14857114,25.14857114,0
Year 1 Mar 29 8:00 AM,50.07166276,50.07166276,0
Year 1 Mar 29 9:00 AM,85.46628552,85.46628552,0
Year 1 Mar 29 10:00 AM,101.5254953,101.5254953,0
Year 1 Mar 29 11:00 AM,123.6372999,123.6372999,0
Year 1 Mar 29 12:00 PM,133.2247422,133.2247422,0
Year 1 Mar 29 1:00 PM,134.2706264,134.2706264,0
Year 1 Mar 29 2:00 PM,117.6580914,117.6580914,0
Year 1 Mar 29 3:00 PM,105.4269364,105.4269364,0
Year 1 Mar 29 4:00 PM,62.28343403,62.28343403,0
Year 1 Mar 29 5:00 PM,44.25030818,44.25030818,0
Year 1 Mar 29 6:00 PM,16.60215748,16.60215748,0
Year 1 Mar 29 7:00 PM,0,0,0
Year 1 Mar 29 8:00 PM,0,0,0
Year 1 Mar 29 9:00 PM,0,0,0
Year 1 Mar 29 10:00 PM,0,0,0
Year 1 Mar 29 11:00 PM,0,0,0
Year 1 Mar 30 12:00 AM,0,0,0
Year 1 Mar 30 1:00 AM,0,0,0
Year 1 Mar 30 2:00 AM,0,0,0
Year 1 Mar 30 3:00 AM,0,0,0
Year 1 Mar 30 4:00 AM,0,0,0
Year 1 Mar 30 5:00 AM,0,0,0
Year 1 Mar 30 6:00 AM,2.944871142,2.944871142,0
Year 1 Mar 30 7:00 AM,24.05573012,24.05573012,0
Year 1 Mar 30 8:00 AM,56.3815802,56.3815802,0
Year 1 Mar 30 9:00 AM,87.36549065,87.36549065,0
Year 1 Mar 30 10:00 AM,111.572299,111.572299,0
Year 1 Mar 30 11:00 AM,132.2568553,132.2568553,0
Year 1 Mar 30 12:00 PM,146.7398393,146.7398393,0
Year 1 Mar 30 1:00 PM,140.8659946,140.8659946,0
Year 1 Mar 30 2:00 PM,127.8931044,127.8931044,0
Year 1 Mar 30 3:00 PM,113.0058847,113.0058847,0
Year 1 Mar 30 4:00 PM,81.75264985,81.75264985,0
Year 1 Mar 30 5:00 PM,50.56776803,50.56776803,0
Year 1 Mar 30 6:00 PM,18.63526738,18.63526738,0
Year 1 Mar 30 7:00 PM,0,0,0
Year 1 Mar 30 8:00 PM,0,0,0
Year 1 Mar 30 9:00 PM,0,0,0
Year 1 Mar 30 10:00 PM,0,0,0
Year 1 Mar 30 11:00 PM,0,0,0
Year 1 Mar 31 12:00 AM,0,0,0
Year 1 Mar 31 1:00 AM,0,0,0
Year 1 Mar 31 2:00 AM,0,0,0
Year 1 Mar 31 3:00 AM,0,0,0
Year 1 Mar 31 4:00 AM,0,0,0
Year 1 Mar 31 5:00 AM,0,0,0
Year 1 Mar 31 6:00 AM,2.212146344,2.212146344,0
Year 1 Mar 31 7:00 AM,16.87361232,16.87361232,0
Year 1 Mar 31 8:00 AM,39.28951865,39.28951865,0
Year 1 Mar 31 9:00 AM,66.56625197,66.56625197,0
Year 1 Mar 31 10:00 AM,110.0571569,110.0571569,0
Year 1 Mar 31 11:00 AM,130.3991873,130.3991873,0
Year 1 Mar 31 12:00 PM,130.4881386,130.4881386,0
Year 1 Mar 31 1:00 PM,93.56540298,93.56540298,0
Year 1 Mar 31 2:00 PM,87.77773542,87.77773542,0
Year 1 Mar 31 3:00 PM,97.05202608,97.05202608,0
Year 1 Mar 31 4:00 PM,53.46610258,53.46610258,0
Year 1 Mar 31 5:00 PM,29.91428889,29.91428889,0
Year 1 Mar 31 6:00 PM,11.86890676,11.86890676,0
Year 1 Mar 31 7:00 PM,0.723186611,0.723186611,0
Year 1 Mar 31 8:00 PM,0,0,0
Year 1 Mar 31 9:00 PM,0,0,0
Year 1 Mar 31 10:00 PM,0,0,0
Year 1 Mar 31 11:00 PM,0,0,0
Year 1 Apr 01 12:00 AM,0,0,0
Year 1 Apr 01 1:00 AM,0,0,0
Year 1 Apr 01 2:00 AM,0,0,0
Year 1 Apr 01 3:00 AM,0,0,0
Year 1 Apr 01 4:00 AM,0,0,0
Year 1 Apr 01 5:00 AM,0,0,0
Year 1 Apr 01 6:00 AM,5.021429392,5.021429392,0
Year 1 Apr 01 7:00 AM,36.50969197,36.50969197,0
Year 1 Apr 01 8:00 AM,57.32678168,57.32678168,0
Year 1 Apr 01 9:00 AM,76.78683388,76.78683388,0
Year 1 Apr 01 10:00 AM,103.995645,103.995645,0
Year 1 Apr 01 11:00 AM,107.4829222,107.4829222,0
Year 1 Apr 01 12:00 PM,98.14048489,98.14048489,0
Year 1 Apr 01 1:00 PM,71.70062959,71.70062959,0
Year 1 Apr 01 2:00 PM,64.04646166,64.04646166,0
Year 1 Apr 01 3:00 PM,52.51578311,52.51578311,0
Year 1 Apr 01 4:00 PM,36.10051032,36.10051032,0
Year 1 Apr 01 5:00 PM,29.10379045,29.10379045,0
Year 1 Apr 01 6:00 PM,14.33753726,14.33753726,0
Year 1 Apr 01 7:00 PM,0.822220387,0.822220387,0
Year 1 Apr 01 8:00 PM,0,0,0
Year 1 Apr 01 9:00 PM,0,0,0
Year 1 Apr 01 10:00 PM,0,0,0
Year 1 Apr 01 11:00 PM,0,0,0
Year 1 Apr 02 12:00 AM,0,0,0
Year 1 Apr 02 1:00 AM,0,0,0
Year 1 Apr 02 2:00 AM,0,0,0
Year 1 Apr 02 3:00 AM,0,0,0
Year 1 Apr 02 4:00 AM,0,0,0
Year 1 Apr 02 5:00 AM,0,0,0
Year 1 Apr 02 6:00 AM,3.463631101,3.463631101,0
Year 1 Apr 02 7:00 AM,19.393502,19.393502,0
Year 1 Apr 02 8:00 AM,34.9520191,34.9520191,0
Year 1 Apr 02 9:00 AM,88.97942143,88.97942143,0
Year 1 Apr 02 10:00 AM,103.8721228,103.8721228,0
Year 1 Apr 02 11:00 AM,113.3569852,113.3569852,0
Year 1 Apr 02 12:00 PM,88.30221745,88.30221745,0
Year 1 Apr 02 1:00 PM,114.4909206,114.4909206,0
Year 1 Apr 02 2:00 PM,90.91576117,90.91576117,0
Year 1 Apr 02 3:00 PM,67.22729259,67.22729259,0
Year 1 Apr 02 4:00 PM,42.89103958,42.89103958,0
Year 1 Apr 02 5:00 PM,24.0084549,24.0084549,0
Year 1 Apr 02 6:00 PM,8.023250514,8.023250514,0
Year 1 Apr 02 7:00 PM,0.439627912,0.439627912,0
Year 1 Apr 02 8:00 PM,0,0,0
Year 1 Apr 02 9:00 PM,0,0,0
Year 1 Apr 02 10:00 PM,0,0,0
Year 1 Apr 02 11:00 PM,0,0,0
Year 1 Apr 03 12:00 AM,0,0,0
Year 1 Apr 03 1:00 AM,0,0,0
Year 1 Apr 03 2:00 AM,0,0,0
Year 1 Apr 03 3:00 AM,0,0,0
Year 1 Apr 03 4:00 AM,0,0,0
Year 1 Apr 03 5:00 AM,0,0,0
Year 1 Apr 03 6:00 AM,6.373368204,6.373368204,0
Year 1 Apr 03 7:00 AM,35.90297502,35.90297502,0
Year 1 Apr 03 8:00 AM,44.81450972,44.81450972,0
Year 1 Apr 03 9:00 AM,63.15484235,63.15484235,0
Year 1 Apr 03 10:00 AM,80.00124142,80.00124142,0
Year 1 Apr 03 11:00 AM,92.02706236,92.02706236,0
Year 1 Apr 03 12:00 PM,100.748082,100.748082,0
Year 1 Apr 03 1:00 PM,93.86455904,93.86455904,0
Year 1 Apr 03 2:00 PM,107.7749764,107.7749764,0
Year 1 Apr 03 3:00 PM,91.8720619,91.8720619,0
Year 1 Apr 03 4:00 PM,76.63023838,76.63023838,0
Year 1 Apr 03 5:00 PM,51.28365263,51.28365263,0
Year 1 Apr 03 6:00 PM,22.5233824,22.5233824,0
Year 1 Apr 03 7:00 PM,1.294864854,1.294864854,0
Year 1 Apr 03 8:00 PM,0,0,0
Year 1 Apr 03 9:00 PM,0,0,0
Year 1 Apr 03 10:00 PM,0,0,0
Year 1 Apr 03 11:00 PM,0,0,0
Year 1 Apr 04 12:00 AM,0,0,0
Year 1 Apr 04 1:00 AM,0,0,0
Year 1 Apr 04 2:00 AM,0,0,0
Year 1 Apr 04 3:00 AM,0,0,0
Year 1 Apr 04 4:00 AM,0,0,0
Year 1 Apr 04 5:00 AM,0,0,0
Year 1 Apr 04 6:00 AM,6.60017274,6.60017274,0
Year 1 Apr 04 7:00 AM,39.6594904,39.6594904,0
Year 1 Apr 04 8:00 AM,66.19193075,66.19193075,0
Year 1 Apr 04 9:00 AM,91.68636289,91.68636289,0
Year 1 Apr 04 10:00 AM,102.978178,102.978178,0
Year 1 Apr 04 11:00 AM,91.27010309,91.27010309,0
Year 1 Apr 04 12:00 PM,78.67335589,78.67335589,0
Year 1 Apr 04 1:00 PM,75.57026795,75.57026795,0
Year 1 Apr 04 2:00 PM,69.77735247,69.77735247,0
Year 1 Apr 04 3:00 PM,54.18708216,54.18708216,0
Year 1 Apr 04 4:00 PM,41.61694632,41.61694632,0
Year 1 Apr 04 5:00 PM,32.88968035,32.88968035,0
Year 1 Apr 04 6:00 PM,15.07904941,15.07904941,0
Year 1 Apr 04 7:00 PM,0.867924285,0.867924285,0
Year 1 Apr 04 8:00 PM,0,0,0
Year 1 Apr 04 9:00 PM,0,0,0
Year 1 Apr 04 10:00 PM,0,0,0
Year 1 Apr 04 11:00 PM,0,0,0
Year 1 Apr 05 12:00 AM,0,0,0
Year 1 Apr 05 1:00 AM,0,0,0
Year 1 Apr 05 2:00 AM,0,0,0
Year 1 Apr 05 3:00 AM,0,0,0
Year 1 Apr 05 4:00 AM,0,0,0
Year 1 Apr 05 5:00 AM,0,0,0
Year 1 Apr 05 6:00 AM,6.414792877,6.414792877,0
Year 1 Apr 05 7:00 AM,38.97836761,38.97836761,0
Year 1 Apr 05 8:00 AM,68.47460538,68.47460538,0
Year 1 Apr 05 9:00 AM,94.90895999,94.90895999,0
Year 1 Apr 05 10:00 AM,114.0729239,114.0729239,0
Year 1 Apr 05 11:00 AM,121.739281,121.739281,0
Year 1 Apr 05 12:00 PM,128.6550684,128.6550684,0
Year 1 Apr 05 1:00 PM,123.7421287,123.7421287,0
Year 1 Apr 05 2:00 PM,75.98664892,75.98664892,0
Year 1 Apr 05 3:00 PM,57.63949638,57.63949638,0
Year 1 Apr 05 4:00 PM,71.23558294,71.23558294,0
Year 1 Apr 05 5:00 PM,43.74311169,43.74311169,0
Year 1 Apr 05 6:00 PM,25.15911807,25.15911807,0
Year 1 Apr 05 7:00 PM,1.445775041,1.445775041,0
Year 1 Apr 05 8:00 PM,0,0,0
Year 1 Apr 05 9:00 PM,0,0,0
Year 1 Apr 05 10:00 PM,0,0,0
Year 1 Apr 05 11:00 PM,0,0,0
Year 1 Apr 06 12:00 AM,0,0,0
Year 1 Apr 06 1:00 AM,0,0,0
Year 1 Apr 06 2:00 AM,0,0,0
Year 1 Apr 06 3:00 AM,0,0,0
Year 1 Apr 06 4:00 AM,0,0,0
Year 1 Apr 06 5:00 AM,0,0,0
Year 1 Apr 06 6:00 AM,7.151188968,7.151188968,0
Year 1 Apr 06 7:00 AM,39.93925909,39.93925909,0
Year 1 Apr 06 8:00 AM,59.28211717,59.28211717,0
Year 1 Apr 06 9:00 AM,72.56535684,72.56535684,0
Year 1 Apr 06 10:00 AM,74.6470594,74.6470594,0
Year 1 Apr 06 11:00 AM,77.1591541,77.1591541,0
Year 1 Apr 06 12:00 PM,86.62738602,86.62738602,0
Year 1 Apr 06 1:00 PM,74.98887434,74.98887434,0
Year 1 Apr 06 2:00 PM,72.86547895,72.86547895,0
Year 1 Apr 06 3:00 PM,71.7412916,71.7412916,0
Year 1 Apr 06 4:00 PM,68.98008861,68.98008861,0
Year 1 Apr 06 5:00 PM,52.58347496,52.58347496,0
Year 1 Apr 06 6:00 PM,24.39863157,24.39863157,0
Year 1 Apr 06 7:00 PM,1.459140785,1.459140785,0
Year 1 Apr 06 8:00 PM,0,0,0
Year 1 Apr 06 9:00 PM,0,0,0
Year 1 Apr 06 10:00 PM,0,0,0
Year 1 Apr 06 11:00 PM,0,0,0
Year 1 Apr 07 12:00 AM,0,0,0
Year 1 Apr 07 1:00 AM,0,0,0
Year 1 Apr 07 2:00 AM,0,0,0
Year 1 Apr 07 3:00 AM,0,0,0
Year 1 Apr 07 4:00 AM,0,0,0
Year 1 Apr 07 5:00 AM,0,0,0
Year 1 Apr 07 6:00 AM,3.348188268,3.348188268,0
Year 1 Apr 07 7:00 AM,18.55332783,18.55332783,0
Year 1 Apr 07 8:00 AM,26.19619999,26.19619999,0
Year 1 Apr 07 9:00 AM,40.37496963,40.37496963,0
Year 1 Apr 07 10:00 AM,53.03667605,53.03667605,0
Year 1 Apr 07 11:00 AM,58.59266524,58.59266524,0
Year 1 Apr 07 12:00 PM,65.27704808,65.27704808,0
Year 1 Apr 07 1:00 PM,65.98373223,65.98373223,0
Year 1 Apr 07 2:00 PM,67.5360922,67.5360922,0
Year 1 Apr 07 3:00 PM,58.30923581,58.30923581,0
Year 1 Apr 07 4:00 PM,53.41760945,53.41760945,0
Year 1 Apr 07 5:00 PM,30.40862277,30.40862277,0
Year 1 Apr 07 6:00 PM,16.10991296,16.10991296,0
Year 1 Apr 07 7:00 PM,0.9885036,0.9885036,0
Year 1 Apr 07 8:00 PM,0,0,0
Year 1 Apr 07 9:00 PM,0,0,0
Year 1 Apr 07 10:00 PM,0,0,0
Year 1 Apr 07 11:00 PM,0,0,0
Year 1 Apr 08 12:00 AM,0,0,0
Year 1 Apr 08 1:00 AM,0,0,0
Year 1 Apr 08 2:00 AM,0,0,0
Year 1 Apr 08 3:00 AM,0,0,0
Year 1 Apr 08 4:00 AM,0,0,0
Year 1 Apr 08 5:00 AM,0,0,0
Year 1 Apr 08 6:00 AM,4.035992942,4.035992942,0
Year 1 Apr 08 7:00 AM,22.16275244,22.16275244,0
Year 1 Apr 08 8:00 AM,31.5475087,31.5475087,0
Year 1 Apr 08 9:00 AM,41.72198025,41.72198025,0
Year 1 Apr 08 10:00 AM,47.23886029,47.23886029,0
Year 1 Apr 08 11:00 AM,54.55642868,54.55642868,0
Year 1 Apr 08 12:00 PM,56.54443553,56.54443553,0
Year 1 Apr 08 1:00 PM,58.0074882,58.0074882,0
Year 1 Apr 08 2:00 PM,57.1389326,57.1389326,0
Year 1 Apr 08 3:00 PM,48.91285079,48.91285079,0
Year 1 Apr 08 4:00 PM,43.02048525,43.02048525,0
Year 1 Apr 08 5:00 PM,25.18674634,25.18674634,0
Year 1 Apr 08 6:00 PM,10.91619915,10.91619915,0
Year 1 Apr 08 7:00 PM,0.648652062,0.648652062,0
Year 1 Apr 08 8:00 PM,0,0,0
Year 1 Apr 08 9:00 PM,0,0,0
Year 1 Apr 08 10:00 PM,0,0,0
Year 1 Apr 08 11:00 PM,0,0,0
Year 1 Apr 09 12:00 AM,0,0,0
Year 1 Apr 09 1:00 AM,0,0,0
Year 1 Apr 09 2:00 AM,0,0,0
Year 1 Apr 09 3:00 AM,0,0,0
Year 1 Apr 09 4:00 AM,0,0,0
Year 1 Apr 09 5:00 AM,0,0,0
Year 1 Apr 09 6:00 AM,8.028538949,8.028538949,0
Year 1 Apr 09 7:00 AM,38.66564331,38.66564331,0
Year 1 Apr 09 8:00 AM,42.71966771,42.71966771,0
Year 1 Apr 09 9:00 AM,48.62309832,48.62309832,0
Year 1 Apr 09 10:00 AM,49.67566338,49.67566338,0
Year 1 Apr 09 11:00 AM,56.34841219,56.34841219,0
Year 1 Apr 09 12:00 PM,73.21263654,73.21263654,0
Year 1 Apr 09 1:00 PM,106.2607268,106.2607268,0
Year 1 Apr 09 2:00 PM,92.75814393,92.75814393,0
