1,cubewall_unscheduled_0519.eso,cubewall_scheduled_0519.eso,
,,,
Date/Time,[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),[1] Surface Outside Face Incident Solar Radiation Rate per Area  (W/m2),
,SHADER_0,SHADER_0,
Year 1 Jul 10 2:00 AM,0,0,0
Year 1 Jul 10 3:00 AM,0,0,0
Year 1 Jul 10 4:00 AM,0,0,0
Year 1 Jul 10 5:00 AM,5.034303716,5.034303716,0
Year 1 Jul 10 6:00 AM,21.64236269,21.64236269,0
Year 1 Jul 10 7:00 AM,47.88298394,47.88298394,0
Year 1 Jul 10 8:00 AM,91.10093317,91.10093317,0
Year 1 Jul 10 9:00 AM,110.4822888,110.4822888,0
Year 1 Jul 10 10:00 AM,136.4540829,136.4540829,0
Year 1 Jul 10 11:00 AM,133.7359787,133.7359787,0
Year 1 Jul 10 12:00 PM,119.6225058,119.6225058,0
Year 1 Jul 10 1:00 PM,147.4711514,147.4711514,0
Year 1 Jul 10 2:00 PM,146.5834357,146.5834357,0
Year 1 Jul 10 3:00 PM,98.25008971,98.25008971,0
Year 1 Jul 10 4:00 PM,81.05189846,81.05189846,0
Year 1 Jul 10 5:00 PM,79.09735009,79.09735009,0
Year 1 Jul 10 6:00 PM,50.00967028,50.00967028,0
Year 1 Jul 10 7:00 PM,20.91452089,20.91452089,0
Year 1 Jul 10 8:00 PM,2.482049317,2.482049317,0
Year 1 Jul 10 9:00 PM,0,0,0
Year 1 Jul 10 10:00 PM,0,0,0
Year 1 Jul 10 11:00 PM,0,0,0
Year 1 Jul 11 12:00 AM,0,0,0
Year 1 Jul 11 1:00 AM,0,0,0
Year 1 Jul 11 2:00 AM,0,0,0
Year 1 Jul 11 3:00 AM,0,0,0
Year 1 Jul 11 4:00 AM,0,0,0
Year 1 Jul 11 5:00 AM,5.654557459,5.654557459,0
Year 1 Jul 11 6:00 AM,27.31840339,27.31840339,0
Year 1 Jul 11 7:00 AM,54.41508116,54.41508116,0
Year 1 Jul 11 8:00 AM,79.3177195,79.3177195,0
Year 1 Jul 11 9:00 AM,75.5644639,75.5644639,0
Year 1 Jul 11 10:00 AM,89.47569172,89.47569172,0
Year 1 Jul 11 11:00 AM,116.6625752,116.6625752,0
Year 1 Jul 11 12:00 PM,160.8174837,160.8174837,0
Year 1 Jul 11 1:00 PM,157.6884093,157.6884093,0
Year 1 Jul 11 2:00 PM,146.7900678,146.7900678,0
Year 1 Jul 11 3:00 PM,119.3448895,119.3448895,0
Year 1 Jul 11 4:00 PM,93.67716409,93.67716409,0
Year 1 Jul 11 5:00 PM,75.45170578,75.45170578,0
Year 1 Jul 11 6:00 PM,52.28718666,52.28718666,0
Year 1 Jul 11 7:00 PM,20.86146034,20.86146034,0
Year 1 Jul 11 8:00 PM,2.34134416,2.34134416,0
Year 1 Jul 11 9:00 PM,0,0,0
Year 1 Jul 11 10:00 PM,0,0,0
Year 1 Jul 11 11:00 PM,0,0,0
Year 1 Jul 12 12:00 AM,0,0,0
Year 1 Jul 12 1:00 AM,0,0,0
Year 1 Jul 12 2:00 AM,0,0,0
Year 1 Jul 12 3:00 AM,0,0,0
Year 1 Jul 12 4:00 AM,0,0,0
Year 1 Jul 12 5:00 AM,5.909670011,5.909670011,0
Year 1 Jul 12 6:00 AM,26.01430595,26.01430595,0
Year 1 Jul 12 7:00 AM,38.248829,38.248829,0
Year 1 Jul 12 8:00 AM,79.33881129,79.33881129,0
Year 1 Jul 12 9:00 AM,79.68166312,79.68166312,0
Year 1 Jul 12 10:00 AM,138.1719823,138.1719823,0
Year 1 Jul 12 11:00 AM,121.7717492,121.7717492,0
Year 1 Jul 12 12:00 PM,127.9555121,127.9555121,0
Year 1 Jul 12 1:00 PM,123.4252861,123.4252861,0
Year 1 Jul 12 2:00 PM,120.9155151,120.9155151,0
Year 1 Jul 12 3:00 PM,109.6256009,109.6256009,0
Year 1 Jul 12 4:00 PM,70.20249281,70.20249281,0
Year 1 Jul 12 5:00 PM,75.94275232,75.94275232,0
Year 1 Jul 12 6:00 PM,51.48570812,51.48570812,0
Year 1 Jul 12 7:00 PM,25.5804781,25.5804781,0
Year 1 Jul 12 8:00 PM,2.590599086,2.590599086,0
Year 1 Jul 12 9:00 PM,0,0,0
Year 1 Jul 12 10:00 PM,0,0,0
Year 1 Jul 12 11:00 PM,0,0,0
Year 1 Jul 13 12:00 AM,0,0,0
Year 1 Jul 13 1:00 AM,0,0,0
Year 1 Jul 13 2:00 AM,0,0,0
Year 1 Jul 13 3:00 AM,0,0,0
Year 1 Jul 13 4:00 AM,0,0,0
Year 1 Jul 13 5:00 AM,5.288028274,5.288028274,0
Year 1 Jul 13 6:00 AM,26.31652798,26.31652798,0
Year 1 Jul 13 7:00 AM,45.35796575,45.35796575,0
Year 1 Jul 13 8:00 AM,59.53171334,59.53171334,0
Year 1 Jul 13 9:00 AM,65.97548557,65.97548557,0
Year 1 Jul 13 10:00 AM,68.50881805,68.50881805,0
Year 1 Jul 13 11:00 AM,63.87406398,63.87406398,0
Year 1 Jul 13 12:00 PM,59.10268817,59.10268817,0
Year 1 Jul 13 1:00 PM,69.08493951,69.08493951,0
Year 1 Jul 13 2:00 PM,74.46383361,74.46383361,0
Year 1 Jul 13 3:00 PM,72.31091576,72.31091576,0
Year 1 Jul 13 4:00 PM,67.52310182,67.52310182,0
Year 1 Jul 13 5:00 PM,56.48046698,56.48046698,0
Year 1 Jul 13 6:00 PM,39.96595967,39.96595967,0
Year 1 Jul 13 7:00 PM,21.39528592,21.39528592,0
Year 1 Jul 13 8:00 PM,2.66435586,2.66435586,0
Year 1 Jul 13 9:00 PM,0,0,0
Year 1 Jul 13 10:00 PM,0,0,0
Year 1 Jul 13 11:00 PM,0,0,0
Year 1 Jul 14 12:00 AM,0,0,0
Year 1 Jul 14 1:00 AM,0,0,0
Year 1 Jul 14 2:00 AM,0,0,0
Year 1 Jul 14 3:00 AM,0,0,0
Year 1 Jul 14 4:00 AM,0,0,0
Year 1 Jul 14 5:00 AM,4.915243166,4.915243166,0
Year 1 Jul 14 6:00 AM,27.57693072,27.57693072,0
Year 1 Jul 14 7:00 AM,57.05237339,57.05237339,0
Year 1 Jul 14 8:00 AM,82.06527851,82.06527851,0
Year 1 Jul 14 9:00 AM,106.097587,106.097587,0
Year 1 Jul 14 10:00 AM,100.1183992,100.1183992,0
Year 1 Jul 14 11:00 AM,101.649671,101.649671,0
Year 1 Jul 14 12:00 PM,87.7995862,87.7995862,0
Year 1 Jul 14 1:00 PM,78.80177906,78.80177906,0
Year 1 Jul 14 2:00 PM,56.37312472,56.37312472,0
Year 1 Jul 14 3:00 PM,72.40615688,72.40615688,0
Year 1 Jul 14 4:00 PM,73.11729444,73.11729444,0
Year 1 Jul 14 5:00 PM,68.62821773,68.62821773,0
Year 1 Jul 14 6:00 PM,45.06878584,45.06878584,0
Year 1 Jul 14 7:00 PM,21.00615196,21.00615196,0
Year 1 Jul 14 8:00 PM,2.221381356,2.221381356,0
Year 1 Jul 14 9:00 PM,0,0,0
Year 1 Jul 14 10:00 PM,0,0,0
Year 1 Jul 14 11:00 PM,0,0,0
Year 1 Jul 15 12:00 AM,0,0,0
Year 1 Jul 15 1:00 AM,0,0,0
Year 1 Jul 15 2:00 AM,0,0,0
Year 1 Jul 15 3:00 AM,0,0,0
Year 1 Jul 15 4:00 AM,0,0,0
Year 1 Jul 15 5:00 AM,5.535242358,5.535242358,0
Year 1 Jul 15 6:00 AM,27.00139664,27.00139664,0
Year 1 Jul 15 7:00 AM,47.45859637,47.45859637,0
Year 1 Jul 15 8:00 AM,72.46019329,72.46019329,0
Year 1 Jul 15 9:00 AM,105.6178497,105.6178497,0
Year 1 Jul 15 10:00 AM,106.946167,106.946167,0
Year 1 Jul 15 11:00 AM,103.5507404,103.5507404,0
Year 1 Jul 15 12:00 PM,92.89489837,92.89489837,0
Year 1 Jul 15 1:00 PM,97.33716393,97.33716393,0
Year 1 Jul 15 2:00 PM,103.4147935,103.4147935,0
Year 1 Jul 15 3:00 PM,101.0602349,101.0602349,0
Year 1 Jul 15 4:00 PM,84.00387508,84.00387508,0
Year 1 Jul 15 5:00 PM,65.08699095,65.08699095,0
Year 1 Jul 15 6:00 PM,31.39236411,31.39236411,0
Year 1 Jul 15 7:00 PM,14.20659229,14.20659229,0
Year 1 Jul 15 8:00 PM,1.38805902,1.38805902,0
Year 1 Jul 15 9:00 PM,0,0,0
Year 1 Jul 15 10:00 PM,0,0,0
Year 1 Jul 15 11:00 PM,0,0,0
Year 1 Jul 16 12:00 AM,0,0,0
Year 1 Jul 16 1:00 AM,0,0,0
Year 1 Jul 16 2:00 AM,0,0,0
Year 1 Jul 16 3:00 AM,0,0,0
Year 1 Jul 16 4:00 AM,0,0,0
Year 1 Jul 16 5:00 AM,5.297579875,5.297579875,0
Year 1 Jul 16 6:00 AM,24.56691585,24.56691585,0
Year 1 Jul 16 7:00 AM,40.79383888,40.79383888,0
Year 1 Jul 16 8:00 AM,50.14134881,50.14134881,0
Year 1 Jul 16 9:00 AM,56.96176757,56.96176757,0
Year 1 Jul 16 10:00 AM,60.4489006,60.4489006,0
Year 1 Jul 16 11:00 AM,54.22882701,54.22882701,0
Year 1 Jul 16 12:00 PM,54.59600112,54.59600112,0
Year 1 Jul 16 1:00 PM,68.17426705,68.17426705,0
Year 1 Jul 16 2:00 PM,82.34243713,82.34243713,0
Year 1 Jul 16 3:00 PM,84.00418263,84.00418263,0
Year 1 Jul 16 4:00 PM,62.08347992,62.08347992,0
Year 1 Jul 16 5:00 PM,50.61043879,50.61043879,0
Year 1 Jul 16 6:00 PM,37.47962813,37.47962813,0
Year 1 Jul 16 7:00 PM,19.52633169,19.52633169,0
Year 1 Jul 16 8:00 PM,2.524857746,2.524857746,0
Year 1 Jul 16 9:00 PM,0,0,0
Year 1 Jul 16 10:00 PM,0,0,0
Year 1 Jul 16 11:00 PM,0,0,0
Year 1 Jul 17 12:00 AM,0,0,0
Year 1 Jul 17 1:00 AM,0,0,0
Year 1 Jul 17 2:00 AM,0,0,0
Year 1 Jul 17 3:00 AM,0,0,0
Year 1 Jul 17 4:00 AM,0,0,0
Year 1 Jul 17 5:00 AM,5.220323538,5.220323538,0
Year 1 Jul 17 6:00 AM,28.48667384,28.48667384,0
Year 1 Jul 17 7:00 AM,54.85548061,54.85548061,0
Year 1 Jul 17 8:00 AM,76.40259095,76.40259095,0
Year 1 Jul 17 9:00 AM,88.39245565,88.39245565,0
Year 1 Jul 17 10:00 AM,92.53776916,92.53776916,0
Year 1 Jul 17 11:00 AM,95.3803561,95.3803561,0
Year 1 Jul 17 12:00 PM,105.4084255,105.4084255,0
Year 1 Jul 17 1:00 PM,100.6617369,100.6617369,0
Year 1 Jul 17 2:00 PM,105.8145717,105.8145717,0
Year 1 Jul 17 3:00 PM,106.0830114,106.0830114,0
Year 1 Jul 17 4:00 PM,93.21366859,93.21366859,0
Year 1 Jul 17 5:00 PM,76.04514254,76.04514254,0
Year 1 Jul 17 6:00 PM,45.45509276,45.45509276,0
Year 1 Jul 17 7:00 PM,18.50861238,18.50861238,0
Year 1 Jul 17 8:00 PM,1.266217128,1.266217128,0
Year 1 Jul 17 9:00 PM,0,0,0
Year 1 Jul 17 10:00 PM,0,0,0
Year 1 Jul 17 11:00 PM,0,0,0
Year 1 Jul 18 12:00 AM,0,0,0
Year 1 Jul 18 1:00 AM,0,0,0
Year 1 Jul 18 2:00 AM,0,0,0
Year 1 Jul 18 3:00 AM,0,0,0
Year 1 Jul 18 4:00 AM,0,0,0
Year 1 Jul 18 5:00 AM,4.856883348,4.856883348,0
Year 1 Jul 18 6:00 AM,25.12291577,25.12291577,0
Year 1 Jul 18 7:00 AM,48.25002875,48.25002875,0
Year 1 Jul 18 8:00 AM,67.47946367,67.47946367,0
Year 1 Jul 18 9:00 AM,78.49830195,78.49830195,0
Year 1 Jul 18 10:00 AM,80.20902943,80.20902943,0
Year 1 Jul 18 11:00 AM,75.99710136,75.99710136,0
Year 1 Jul 18 12:00 PM,71.88091978,71.88091978,0
Year 1 Jul 18 1:00 PM,72.61624275,72.61624275,0
Year 1 Jul 18 2:00 PM,77.16706079,77.16706079,0
Year 1 Jul 18 3:00 PM,80.41024654,80.41024654,0
Year 1 Jul 18 4:00 PM,76.56361611,76.56361611,0
Year 1 Jul 18 5:00 PM,64.40697245,64.40697245,0
Year 1 Jul 18 6:00 PM,45.16252458,45.16252458,0
Year 1 Jul 18 7:00 PM,21.08563813,21.08563813,0
Year 1 Jul 18 8:00 PM,1.384633431,1.384633431,0
Year 1 Jul 18 9:00 PM,0,0,0
Year 1 Jul 18 10:00 PM,0,0,0
Year 1 Jul 18 11:00 PM,0,0,0
Year 1 Jul 19 12:00 AM,0,0,0
Year 1 Jul 19 1:00 AM,0,0,0
Year 1 Jul 19 2:00 AM,0,0,0
Year 1 Jul 19 3:00 AM,0,0,0
Year 1 Jul 19 4:00 AM,0,0,0
Year 1 Jul 19 5:00 AM,5.367689197,5.367689197,0
Year 1 Jul 19 6:00 AM,30.84057187,30.84057187,0
Year 1 Jul 19 7:00 AM,55.05875626,55.05875626,0
Year 1 Jul 19 8:00 AM,72.27712224,72.27712224,0
Year 1 Jul 19 9:00 AM,94.2837059,94.2837059,0
Year 1 Jul 19 10:00 AM,127.1963475,127.1963475,0
Year 1 Jul 19 11:00 AM,137.6836035,137.6836035,0
Year 1 Jul 19 12:00 PM,128.7196375,128.7196375,0
Year 1 Jul 19 1:00 PM,112.3360059,112.3360059,0
Year 1 Jul 19 2:00 PM,100.0387471,100.0387471,0
Year 1 Jul 19 3:00 PM,93.0892676,93.0892676,0
Year 1 Jul 19 4:00 PM,82.00598334,82.00598334,0
Year 1 Jul 19 5:00 PM,73.34788884,73.34788884,0
Year 1 Jul 19 6:00 PM,46.98585064,46.98585064,0
Year 1 Jul 19 7:00 PM,8.445466876,8.445466876,0
Year 1 Jul 19 8:00 PM,0.443089428,0.443089428,0
Year 1 Jul 19 9:00 PM,0,0,0
Year 1 Jul 19 10:00 PM,0,0,0
Year 1 Jul 19 11:00 PM,0,0,0
Year 1 Jul 20 12:00 AM,0,0,0
Year 1 Jul 20 1:00 AM,0,0,0
Year 1 Jul 20 2:00 AM,0,0,0
Year 1 Jul 20 3:00 AM,0,0,0
Year 1 Jul 20 4:00 AM,0,0,0
Year 1 Jul 20 5:00 AM,4.785741114,4.785741114,0
Year 1 Jul 20 6:00 AM,26.12113464,26.12113464,0
Year 1 Jul 20 7:00 AM,53.2972832,53.2972832,0
Year 1 Jul 20 8:00 AM,79.0085733,79.0085733,0
Year 1 Jul 20 9:00 AM,86.65301154,86.65301154,0
Year 1 Jul 20 10:00 AM,93.44422585,93.44422585,0
Year 1 Jul 20 11:00 AM,93.41336171,93.41336171,0
Year 1 Jul 20 12:00 PM,90.98433203,90.98433203,0
Year 1 Jul 20 1:00 PM,80.32169458,80.32169458,0
Year 1 Jul 20 2:00 PM,87.20963803,87.20963803,0
Year 1 Jul 20 3:00 PM,87.38963693,87.38963693,0
Year 1 Jul 20 4:00 PM,85.20400755,85.20400755,0
Year 1 Jul 20 5:00 PM,70.72090324,70.72090324,0
Year 1 Jul 20 6:00 PM,47.61385636,47.61385636,0
Year 1 Jul 20 7:00 PM,20.78401027,20.78401027,0
Year 1 Jul 20 8:00 PM,1.324277779,1.324277779,0
Year 1 Jul 20 9:00 PM,0,0,0
Year 1 Jul 20 10:00 PM,0,0,0
Year 1 Jul 20 11:00 PM,0,0,0
Year 1 Jul 21 12:00 AM,0,0,0
Year 1 Jul 21 1:00 AM,0,0,0
Year 1 Jul 21 2:00 AM,0,0,0
Year 1 Jul 21 3:00 AM,0,0,0
Year 1 Jul 21 4:00 AM,0,0,0
Year 1 Jul 21 5:00 AM,4.41218852,4.41218852,0
Year 1 Jul 21 6:00 AM,20.89955575,20.89955575,0
Year 1 Jul 21 7:00 AM,32.96652097,32.96652097,0
Year 1 Jul 21 8:00 AM,41.22783708,41.22783708,0
Year 1 Jul 21 9:00 AM,45.81465646,45.81465646,0
Year 1 Jul 21 10:00 AM,57.03863084,57.03863084,0
Year 1 Jul 21 11:00 AM,48.20323313,48.20323313,0
Year 1 Jul 21 12:00 PM,55.62925063,55.62925063,0
Year 1 Jul 21 1:00 PM,55.189658,55.189658,0
Year 1 Jul 21 2:00 PM,54.65384694,54.65384694,0
Year 1 Jul 21 3:00 PM,95.18099989,95.18099989,0
Year 1 Jul 21 4:00 PM,96.44625742,96.44625742,0
Year 1 Jul 21 5:00 PM,47.65693955,47.65693955,0
Year 1 Jul 21 6:00 PM,30.3991918,30.3991918,0
Year 1 Jul 21 7:00 PM,17.1455652,17.1455652,0
Year 1 Jul 21 8:00 PM,1.206517792,1.206517792,0
Year 1 Jul 21 9:00 PM,0,0,0
Year 1 Jul 21 10:00 PM,0,0,0
Year 1 Jul 21 11:00 PM,0,0,0
Year 1 Jul 22 12:00 AM,0,0,0
Year 1 Jul 22 1:00 AM,0,0,0
Year 1 Jul 22 2:00 AM,0,0,0
Year 1 Jul 22 3:00 AM,0,0,0
Year 1 Jul 22 4:00 AM,0,0,0
Year 1 Jul 22 5:00 AM,4.732376814,4.732376814,0
Year 1 Jul 22 6:00 AM,24.93139981,24.93139981,0
Year 1 Jul 22 7:00 AM,43.73640132,43.73640132,0
Year 1 Jul 22 8:00 AM,60.90361862,60.90361862,0
Year 1 Jul 22 9:00 AM,71.65386992,71.65386992,0
Year 1 Jul 22 10:00 AM,85.6533608,85.6533608,0
Year 1 Jul 22 11:00 AM,104.0088282,104.0088282,0
Year 1 Jul 22 12:00 PM,93.55390269,93.55390269,0
Year 1 Jul 22 1:00 PM,108.0723406,108.0723406,0
Year 1 Jul 22 2:00 PM,108.8521284,108.8521284,0
Year 1 Jul 22 3:00 PM,96.882722,96.882722,0
Year 1 Jul 22 4:00 PM,90.51758348,90.51758348,0
Year 1 Jul 22 5:00 PM,75.72012933,75.72012933,0
Year 1 Jul 22 6:00 PM,45.58152838,45.58152838,0
Year 1 Jul 22 7:00 PM,18.03531679,18.03531679,0
Year 1 Jul 22 8:00 PM,1.162196716,1.162196716,0
Year 1 Jul 22 9:00 PM,0,0,0
Year 1 Jul 22 10:00 PM,0,0,0
Year 1 Jul 22 11:00 PM,0,0,0
Year 1 Jul 23 12:00 AM,0,0,0
Year 1 Jul 23 1:00 AM,0,0,0
Year 1 Jul 23 2:00 AM,0,0,0
Year 1 Jul 23 3:00 AM,0,0,0
Year 1 Jul 23 4:00 AM,0,0,0
Year 1 Jul 23 5:00 AM,3.551540085,3.551540085,0
Year 1 Jul 23 6:00 AM,25.08949291,25.08949291,0
Year 1 Jul 23 7:00 AM,48.52569554,48.52569554,0
Year 1 Jul 23 8:00 AM,65.48865887,65.48865887,0
Year 1 Jul 23 9:00 AM,77.33192541,77.33192541,0
Year 1 Jul 23 10:00 AM,98.42567874,98.42567874,0
Year 1 Jul 23 11:00 AM,97.17391614,97.17391614,0
Year 1 Jul 23 12:00 PM,83.57978841,83.57978841,0
Year 1 Jul 23 1:00 PM,80.94177397,80.94177397,0
Year 1 Jul 23 2:00 PM,98.20506768,98.20506768,0
Year 1 Jul 23 3:00 PM,98.78547427,98.78547427,0
Year 1 Jul 23 4:00 PM,85.06060497,85.06060497,0
Year 1 Jul 23 5:00 PM,69.24784304,69.24784304,0
Year 1 Jul 23 6:00 PM,47.34796126,47.34796126,0
Year 1 Jul 23 7:00 PM,18.43552129,18.43552129,0
Year 1 Jul 23 8:00 PM,1.096450106,1.096450106,0
Year 1 Jul 23 9:00 PM,0,0,0
Year 1 Jul 23 10:00 PM,0,0,0
Year 1 Jul 23 11:00 PM,0,0,0
Year 1 Jul 24 12:00 AM,0,0,0
Year 1 Jul 24 1:00 AM,0,0,0
Year 1 Jul 24 2:00 AM,0,0,0
Year 1 Jul 24 3:00 AM,0,0,0
Year 1 Jul 24 4:00 AM,0,0,0
Year 1 Jul 24 5:00 AM,3.117179826,3.117179826,0
Year 1 Jul 24 6:00 AM,23.74128266,23.74128266,0
Year 1 Jul 24 7:00 AM,47.84403671,47.84403671,0
Year 1 Jul 24 8:00 AM,71.31154014,71.31154014,0
Year 1 Jul 24 9:00 AM,96.51832532,96.51832532,0
Year 1 Jul 24 10:00 AM,118.5991357,118.5991357,0
Year 1 Jul 24 11:00 AM,113.8702503,113.8702503,0
Year 1 Jul 24 12:00 PM,96.69959175,96.69959175,0
Year 1 Jul 24 1:00 PM,112.9228322,112.9228322,0
Year 1 Jul 24 2:00 PM,111.70966,111.70966,0
Year 1 Jul 24 3:00 PM,89.38990157,89.38990157,0
Year 1 Jul 24 4:00 PM,77.4848055,77.4848055,0
Year 1 Jul 24 5:00 PM,66.02215392,66.02215392,0
Year 1 Jul 24 6:00 PM,42.01524742,42.01524742,0
Year 1 Jul 24 7:00 PM,18.4130713,18.4130713,0
Year 1 Jul 24 8:00 PM,1.104086567,1.104086567,0
Year 1 Jul 24 9:00 PM,0,0,0
Year 1 Jul 24 10:00 PM,0,0,0
Year 1 Jul 24 11:00 PM,0,0,0
Year 1 Jul 25 12:00 AM,0,0,0
Year 1 Jul 25 1:00 AM,0,0,0
Year 1 Jul 25 2:00 AM,0,0,0
Year 1 Jul 25 3:00 AM,0,0,0
Year 1 Jul 25 4:00 AM,0,0,0
Year 1 Jul 25 5:00 AM,1.530931776,1.530931776,0
Year 1 Jul 25 6:00 AM,12.14871922,12.14871922,0
Year 1 Jul 25 7:00 AM,31.34600491,31.34600491,0
Year 1 Jul 25 8:00 AM,66.71252483,66.71252483,0
Year 1 Jul 25 9:00 AM,93.4718002,93.4718002,0
Year 1 Jul 25 10:00 AM,120.6517878,120.6517878,0
Year 1 Jul 25 11:00 AM,123.9943955,123.9943955,0
Year 1 Jul 25 12:00 PM,130.7106771,130.7106771,0
Year 1 Jul 25 1:00 PM,96.4800781,96.4800781,0
Year 1 Jul 25 2:00 PM,78.74512081,78.74512081,0
Year 1 Jul 25 3:00 PM,102.3121329,102.3121329,0
Year 1 Jul 25 4:00 PM,58.85356447,58.85356447,0
Year 1 Jul 25 5:00 PM,47.11103729,47.11103729,0
Year 1 Jul 25 6:00 PM,35.80043001,35.80043001,0
Year 1 Jul 25 7:00 PM,19.56140326,19.56140326,0
Year 1 Jul 25 8:00 PM,1.176164009,1.176164009,0
Year 1 Jul 25 9:00 PM,0,0,0
Year 1 Jul 25 10:00 PM,0,0,0
Year 1 Jul 25 11:00 PM,0,0,0
Year 1 Jul 26 12:00 AM,0,0,0
Year 1 Jul 26 1:00 AM,0,0,0
Year 1 Jul 26 2:00 AM,0,0,0
Year 1 Jul 26 3:00 AM,0,0,0
Year 1 Jul 26 4:00 AM,0,0,0
Year 1 Jul 26 5:00 AM,3.046893958,3.046893958,0
Year 1 Jul 26 6:00 AM,21.67416546,21.67416546,0
Year 1 Jul 26 7:00 AM,47.07182969,47.07182969,0
Year 1 Jul 26 8:00 AM,78.17886782,78.17886782,0
Year 1 Jul 26 9:00 AM,77.45275317,77.45275317,0
Year 1 Jul 26 10:00 AM,65.6865498,65.6865498,0
Year 1 Jul 26 11:00 AM,76.15278739,76.15278739,0
Year 1 Jul 26 12:00 PM,69.18522538,69.18522538,0
Year 1 Jul 26 1:00 PM,60.33266937,60.33266937,0
Year 1 Jul 26 2:00 PM,81.29940473,81.29940473,0
Year 1 Jul 26 3:00 PM,90.60395674,90.60395674,0
Year 1 Jul 26 4:00 PM,102.125811,102.125811,0
Year 1 Jul 26 5:00 PM,70.26317605,70.26317605,0
Year 1 Jul 26 6:00 PM,42.5783315,42.5783315,0
Year 1 Jul 26 7:00 PM,19.75356065,19.75356065,0
Year 1 Jul 26 8:00 PM,1.261605994,1.261605994,0
Year 1 Jul 26 9:00 PM,0,0,0
Year 1 Jul 26 10:00 PM,0,0,0
Year 1 Jul 26 11:00 PM,0,0,0
Year 1 Jul 27 12:00 AM,0,0,0
Year 1 Jul 27 1:00 AM,0,0,0
Year 1 Jul 27 2:00 AM,0,0,0
Year 1 Jul 27 3:00 AM,0,0,0
Year 1 Jul 27 4:00 AM,0,0,0
Year 1 Jul 27 5:00 AM,3.150644578,3.150644578,0
Year 1 Jul 27 6:00 AM,22.40648037,22.40648037,0
Year 1 Jul 27 7:00 AM,40.58754999,40.58754999,0
Year 1 Jul 27 8:00 AM,52.38013256,52.38013256,0
Year 1 Jul 27 9:00 AM,59.53370693,59.53370693,0
Year 1 Jul 27 10:00 AM,60.77692605,60.77692605,0
Year 1 Jul 27 11:00 AM,57.87504173,57.87504173,0
Year 1 Jul 27 12:00 PM,54.79621059,54.79621059,0
Year 1 Jul 27 1:00 PM,57.60810008,57.60810008,0
Year 1 Jul 27 2:00 PM,70.97034738,70.97034738,0
Year 1 Jul 27 3:00 PM,71.59694073,71.59694073,0
Year 1 Jul 27 4:00 PM,81.39782028,81.39782028,0
Year 1 Jul 27 5:00 PM,71.29514989,71.29514989,0
Year 1 Jul 27 6:00 PM,42.27611537,42.27611537,0
Year 1 Jul 27 7:00 PM,16.82462304,16.82462304,0
Year 1 Jul 27 8:00 PM,0.997005447,0.997005447,0
Year 1 Jul 27 9:00 PM,0,0,0
Year 1 Jul 27 10:00 PM,0,0,0
Year 1 Jul 27 11:00 PM,0,0,0
Year 1 Jul 28 12:00 AM,0,0,0
Year 1 Jul 28 1:00 AM,0,0,0
Year 1 Jul 28 2:00 AM,0,0,0
Year 1 Jul 28 3:00 AM,0,0,0
Year 1 Jul 28 4:00 AM,0,0,0
Year 1 Jul 28 5:00 AM,1.638802323,1.638802323,0
Year 1 Jul 28 6:00 AM,15.37818468,15.37818468,0
Year 1 Jul 28 7:00 AM,46.09503237,46.09503237,0
Year 1 Jul 28 8:00 AM,82.46138822,82.46138822,0
Year 1 Jul 28 9:00 AM,100.9508607,100.9508607,0
Year 1 Jul 28 10:00 AM,105.3902221,105.3902221,0
Year 1 Jul 28 11:00 AM,97.62118756,97.62118756,0
Year 1 Jul 28 12:00 PM,122.3264004,122.3264004,0
Year 1 Jul 28 1:00 PM,108.5467761,108.5467761,0
Year 1 Jul 28 2:00 PM,119.5214107,119.5214107,0
Year 1 Jul 28 3:00 PM,106.604453,106.604453,0
Year 1 Jul 28 4:00 PM,90.99117487,90.99117487,0
Year 1 Jul 28 5:00 PM,64.0865157,64.0865157,0
Year 1 Jul 28 6:00 PM,39.38593206,39.38593206,0
Year 1 Jul 28 7:00 PM,17.52516359,17.52516359,0
Year 1 Jul 28 8:00 PM,1.063915451,1.063915451,0
Year 1 Jul 28 9:00 PM,0,0,0
Year 1 Jul 28 10:00 PM,0,0,0
Year 1 Jul 28 11:00 PM,0,0,0
Year 1 Jul 29 12:00 AM,0,0,0
Year 1 Jul 29 1:00 AM,0,0,0
Year 1 Jul 29 2:00 AM,0,0,0
Year 1 Jul 29 3:00 AM,0,0,0
Year 1 Jul 29 4:00 AM,0,0,0
Year 1 Jul 29 5:00 AM,2.710327722,2.710327722,0
Year 1 Jul 29 6:00 AM,20.91411769,20.91411769,0
Year 1 Jul 29 7:00 AM,37.76367698,37.76367698,0
Year 1 Jul 29 8:00 AM,46.86647071,46.86647071,0
Year 1 Jul 29 9:00 AM,57.71888975,57.71888975,0
Year 1 Jul 29 10:00 AM,73.26729271,73.26729271,0
Year 1 Jul 29 11:00 AM,53.90262387,53.90262387,0
Year 1 Jul 29 12:00 PM,49.91885484,49.91885484,0
Year 1 Jul 29 1:00 PM,50.44088834,50.44088834,0
Year 1 Jul 29 2:00 PM,53.61062654,53.61062654,0
Year 1 Jul 29 3:00 PM,56.21119469,56.21119469,0
Year 1 Jul 29 4:00 PM,53.97591902,53.97591902,0
Year 1 Jul 29 5:00 PM,45.12815672,45.12815672,0
